repo_id,instruction_file,reference,reference_type,extraction_rule,confidence,resolved_path,exists_in_head,status,misguidance_category,historical_existence,counts_toward_primary_misguidance,parser_version
electron/electron,CLAUDE.md,.github/workflows/,code_span,code_span,medium,github/workflows/,True,valid,,,False,v2
electron/electron,CLAUDE.md,.github/workflows/,explicit_path,explicit_path,high,github/workflows/,True,valid,,,False,v2
electron/electron,docs/CLAUDE.md,docs/development/api-history-migration-guide.md,code_span,code_span,medium,docs/development/api-history-migration-guide.md,True,valid,,,False,v2
electron/electron,docs/CLAUDE.md,docs/development/api-history-migration-guide.md,explicit_path,explicit_path,high,docs/development/api-history-migration-guide.md,True,valid,,,False,v2
electron/electron,docs/CLAUDE.md,docs,directory_mention,common_directory_name,medium,docs/,True,valid,,,False,v2
electron/electron,docs/CLAUDE.md,api,directory_mention,common_directory_name,medium,docs/api/,True,valid,,,False,v2
electron/electron,docs/CLAUDE.md,docs/development/style-guide.md,code_span,code_span,medium,docs/development/style-guide.md,True,valid,,,False,v2
electron/electron,docs/CLAUDE.md,docs/development/style-guide.md,explicit_path,explicit_path,high,docs/development/style-guide.md,True,valid,,,False,v2
electron/electron,docs/CLAUDE.md,API,directory_mention,common_directory_name,medium,docs/api/,True,valid,,,False,v2
electron/electron,docs/CLAUDE.md,docs/api-history.schema.json,code_span,code_span,medium,docs/api-history.schema.json,True,valid,,,False,v2
electron/electron,docs/CLAUDE.md,docs/api-history.schema.json,explicit_path,explicit_path,high,docs/api-history.schema.json,True,valid,,,False,v2
electron/electron,docs/CLAUDE.md,docs/breaking-changes.md,code_span,code_span,medium,docs/breaking-changes.md,True,valid,,,False,v2
electron/electron,docs/CLAUDE.md,docs/breaking-changes.md,explicit_path,explicit_path,high,docs/breaking-changes.md,True,valid,,,False,v2
dagster-io/dagster,CLAUDE.md,[.claude/python_packages.md](./.claude/python_packages.md),markdown_link,markdown_link,medium,claude/python_packages.md,True,valid,,,False,v2
dagster-io/dagster,CLAUDE.md,.claude/python_packages.md,explicit_path,explicit_path,high,claude/python_packages.md,True,valid,,,False,v2
dagster-io/dagster,CLAUDE.md,./.claude/python_packages.md,explicit_path,explicit_path,high,claude/python_packages.md,True,valid,,,False,v2
dagster-io/dagster,CLAUDE.md,[.claude/dev_workflow.md](./.claude/dev_workflow.md),markdown_link,markdown_link,medium,claude/dev_workflow.md,True,valid,,,False,v2
dagster-io/dagster,CLAUDE.md,.claude/dev_workflow.md,explicit_path,explicit_path,high,claude/dev_workflow.md,True,valid,,,False,v2
dagster-io/dagster,CLAUDE.md,./.claude/dev_workflow.md,explicit_path,explicit_path,high,claude/dev_workflow.md,True,valid,,,False,v2
dagster-io/dagster,CLAUDE.md,[.claude/ui_workflow.md](./.claude/ui_workflow.md),markdown_link,markdown_link,medium,claude/ui_workflow.md,True,valid,,,False,v2
dagster-io/dagster,CLAUDE.md,.claude/ui_workflow.md,explicit_path,explicit_path,high,claude/ui_workflow.md,True,valid,,,False,v2
dagster-io/dagster,CLAUDE.md,./.claude/ui_workflow.md,explicit_path,explicit_path,high,claude/ui_workflow.md,True,valid,,,False,v2
dagster-io/dagster,CLAUDE.md,[.claude/coding_conventions.md](./.claude/coding_conventions.md),markdown_link,markdown_link,medium,claude/coding_conventions.md,True,valid,,,False,v2
dagster-io/dagster,CLAUDE.md,.claude/coding_conventions.md,explicit_path,explicit_path,high,claude/coding_conventions.md,True,valid,,,False,v2
dagster-io/dagster,CLAUDE.md,./.claude/coding_conventions.md,explicit_path,explicit_path,high,claude/coding_conventions.md,True,valid,,,False,v2
dagster-io/dagster,CLAUDE.md,make ruff,command,make_command_to_makefile,medium,Makefile,True,valid,,,False,v2
dagster-io/dagster,CLAUDE.md,[docs/docs/about/contributing.md](docs/docs/about/contributing.md),markdown_link,markdown_link,medium,docs/docs/about/contributing.md,True,valid,,,False,v2
dagster-io/dagster,CLAUDE.md,docs/docs/about/contributing.md,explicit_path,explicit_path,high,docs/docs/about/contributing.md,True,valid,,,False,v2
dagster-io/dagster,CLAUDE.md,docs,directory_mention,common_directory_name,medium,docs/,True,valid,,,False,v2
dagster-io/dagster,CLAUDE.md,make dev_install,command,make_command_to_makefile,medium,Makefile,True,valid,,,False,v2
dagster-io/dagster,CLAUDE.md,make pyright,command,make_command_to_makefile,medium,Makefile,True,valid,,,False,v2
dagster-io/dagster,CLAUDE.md,make quick_pyright,command,make_command_to_makefile,medium,Makefile,True,valid,,,False,v2
dagster-io/dagster,CLAUDE.md,python_modules/dagster/dagster_tests/,explicit_path,explicit_path,high,python_modules/dagster/dagster_tests/,True,valid,,,False,v2
dagster-io/dagster,CLAUDE.md,python_modules,directory_mention,common_directory_name,medium,python_modules/,True,valid,,,False,v2
dagster-io/dagster,CLAUDE.md,make generate-graphql,command,make_command_to_makefile,medium,Makefile,True,valid,,,False,v2
dagster-io/dagster,CLAUDE.md,make rebuild_ui,command,make_command_to_makefile,medium,Makefile,True,valid,,,False,v2
dagster-io/dagster,CLAUDE.md,make graphql_codegen,command,make_command_to_makefile,medium,Makefile,True,valid,,,False,v2
dagster-io/dagster,CLAUDE.md,make sanity_check,command,make_command_to_makefile,medium,Makefile,True,valid,,,False,v2
dagster-io/dagster,CLAUDE.md,python_modules/dagster/,code_span,code_span,medium,python_modules/dagster/,True,valid,,,False,v2
dagster-io/dagster,CLAUDE.md,python_modules/libraries/,code_span,code_span,medium,python_modules/libraries/,True,valid,,,False,v2
dagster-io/dagster,CLAUDE.md,python_modules/dagster/,explicit_path,explicit_path,high,python_modules/dagster/,True,valid,,,False,v2
dagster-io/dagster,CLAUDE.md,python_modules/libraries/,explicit_path,explicit_path,high,python_modules/libraries/,True,valid,,,False,v2
dagster-io/dagster,CLAUDE.md,js_modules/,code_span,code_span,medium,js_modules/,True,valid,,,False,v2
dagster-io/dagster,CLAUDE.md,docs/,code_span,code_span,medium,docs/,True,valid,,,False,v2
dagster-io/dagster,CLAUDE.md,Docs,directory_mention,common_directory_name,medium,docs/,True,valid,,,False,v2
dagster-io/dagster,CLAUDE.md,examples,directory_mention,common_directory_name,medium,examples/,True,valid,,,False,v2
dagster-io/dagster,CLAUDE.md,make dev_webapp,command,make_command_to_makefile,medium,Makefile,True,valid,,,False,v2
dagster-io/dagster,CLAUDE.md,make command,command,make_command_to_makefile,medium,Makefile,True,valid,,,False,v2
dagster-io/dagster,CLAUDE.md,Makefile,config_file,known_config_filename,high,Makefile,True,valid,,,False,v2
dagster-io/dagster,docs/CLAUDE.md,docs,directory_mention,common_directory_name,medium,docs/,True,valid,,,False,v2
dagster-io/dagster,docs/CLAUDE.md,make dev_install,command,make_command_to_makefile,medium,Makefile,True,valid,,,False,v2
dagster-io/dagster,docs/CLAUDE.md,scripts/check-frontmatter.py,explicit_path,explicit_path,high,docs/scripts/check-frontmatter.py,True,valid,,,False,v2
dagster-io/dagster,docs/CLAUDE.md,docs/partials/_KindsTags.md,code_span,code_span,medium,docs/docs/partials/_KindsTags.md,True,valid,,,False,v2
dagster-io/dagster,docs/CLAUDE.md,docs/partials/_KindsTags.md,explicit_path,explicit_path,high,docs/docs/partials/_KindsTags.md,True,valid,,,False,v2
dagster-io/dagster,docs/CLAUDE.md,README.md,code_span,code_span,low,README.md,True,valid,,,False,v2
apache/airflow,CLAUDE.md,AGENTS.md,include_directive,include_directive,high,AGENTS.md,True,valid,,,False,v2
apache/airflow,CLAUDE.md,[ADR 0017](dev/breeze/doc/adr/0017-use-uvx-to-run-breeze-from-local-sources.md),markdown_link,markdown_link,medium,dev/breeze/doc/adr/0017-use-uvx-to-run-breeze-from-local-sources.md,True,valid,,,False,v2
apache/airflow,CLAUDE.md,scripts/tools/setup_breeze,code_span,code_span,medium,scripts/tools/setup_breeze,True,valid,,,False,v2
apache/airflow,CLAUDE.md,dev/breeze,code_span,code_span,medium,dev/breeze/,True,valid,,,False,v2
apache/airflow,CLAUDE.md,scripts/tools/setup_breeze,explicit_path,explicit_path,high,scripts/tools/setup_breeze,True,valid,,,False,v2
apache/airflow,CLAUDE.md,dev/breeze,explicit_path,explicit_path,high,dev/breeze/,True,valid,,,False,v2
apache/airflow,CLAUDE.md,dev/breeze/doc/adr/0017-use-uvx-to-run-breeze-from-local-sources.md,explicit_path,explicit_path,high,dev/breeze/doc/adr/0017-use-uvx-to-run-breeze-from-local-sources.md,True,valid,,,False,v2
apache/airflow,CLAUDE.md,dev,directory_mention,common_directory_name,medium,dev/,True,valid,,,False,v2
apache/airflow,CLAUDE.md,dev/,code_span,code_span,medium,dev/,True,valid,,,False,v2
apache/airflow,CLAUDE.md,airflow-core,code_span,code_span,low,airflow-core/,True,valid,,,False,v2
apache/airflow,CLAUDE.md,providers/amazon,code_span,code_span,medium,providers/amazon/,True,valid,,,False,v2
apache/airflow,CLAUDE.md,providers/amazon,explicit_path,explicit_path,high,providers/amazon/,True,valid,,,False,v2
apache/airflow,CLAUDE.md,airflow-ctl-tests,code_span,code_span,low,airflow-ctl-tests/,True,valid,,,False,v2
apache/airflow,CLAUDE.md,scripts/tests/,explicit_path,explicit_path,high,scripts/tests/,True,valid,,,False,v2
apache/airflow,CLAUDE.md,uv.lock,code_span,code_span,low,uv.lock,True,valid,,,False,v2
apache/airflow,CLAUDE.md,dev,code_span,code_span,low,dev/,True,valid,,,False,v2
apache/airflow,CLAUDE.md,docs,directory_mention,common_directory_name,medium,docs/,True,valid,,,False,v2
apache/airflow,CLAUDE.md,pyproject.toml,config_file,known_config_filename,high,pyproject.toml,True,valid,,,False,v2
apache/airflow,CLAUDE.md,airflow-core/src/airflow/,code_span,scope_section:code_span,high,airflow-core/src/airflow/,True,valid,,,False,v2
apache/airflow,CLAUDE.md,airflow-core/src/airflow/,explicit_path,explicit_path,high,airflow-core/src/airflow/,True,valid,,,False,v2
apache/airflow,CLAUDE.md,task-sdk/,code_span,scope_section:code_span,high,task-sdk/,True,valid,,,False,v2
apache/airflow,CLAUDE.md,providers/,code_span,scope_section:code_span,high,providers/,True,valid,,,False,v2
apache/airflow,CLAUDE.md,pyproject.toml,code_span,scope_section:code_span,high,pyproject.toml,True,valid,,,False,v2
apache/airflow,CLAUDE.md,airflow-ctl/,code_span,scope_section:code_span,high,airflow-ctl/,True,valid,,,False,v2
apache/airflow,CLAUDE.md,chart/,code_span,scope_section:code_span,high,chart/,True,valid,,,False,v2
apache/airflow,CLAUDE.md,dev/,code_span,scope_section:code_span,high,dev/,True,valid,,,False,v2
apache/airflow,CLAUDE.md,scripts/,code_span,scope_section:code_span,high,scripts/,True,valid,,,False,v2
apache/airflow,CLAUDE.md,uv.lock,code_span,scope_section:code_span,low,uv.lock,True,valid,,,False,v2
apache/airflow,CLAUDE.md,shared,code_span,scope_section:code_span,low,shared/,True,valid,,,False,v2
apache/airflow,CLAUDE.md,[`airflow-core/docs/security/security_model.rst`](airflow-core/docs/security/security_model.rst),markdown_link,markdown_link,medium,airflow-core/docs/security/security_model.rst,True,valid,,,False,v2
apache/airflow,CLAUDE.md,airflow-core/docs/security/security_model.rst,code_span,code_span,medium,airflow-core/docs/security/security_model.rst,True,valid,,,False,v2
apache/airflow,CLAUDE.md,airflow-core/docs/security/security_model.rst,explicit_path,explicit_path,high,airflow-core/docs/security/security_model.rst,True,valid,,,False,v2
apache/airflow,CLAUDE.md,[`airflow-core/docs/security/jwt_token_authentication.rst`](airflow-core/docs/security/jwt_token_authentication.rst),markdown_link,markdown_link,medium,airflow-core/docs/security/jwt_token_authentication.rst,True,valid,,,False,v2
apache/airflow,CLAUDE.md,airflow-core/docs/security/jwt_token_authentication.rst,code_span,code_span,medium,airflow-core/docs/security/jwt_token_authentication.rst,True,valid,,,False,v2
apache/airflow,CLAUDE.md,airflow-core/docs/security/jwt_token_authentication.rst,explicit_path,explicit_path,high,airflow-core/docs/security/jwt_token_authentication.rst,True,valid,,,False,v2
apache/airflow,CLAUDE.md,shared,code_span,code_span,low,shared/,True,valid,,,False,v2
apache/airflow,CLAUDE.md,task-sdk,code_span,code_span,low,task-sdk/,True,valid,,,False,v2
apache/airflow,CLAUDE.md,airflow-core/src/airflow/utils/db_cleanup.py,code_span,code_span,medium,airflow-core/src/airflow/utils/db_cleanup.py,True,valid,,,False,v2
apache/airflow,CLAUDE.md,airflow-core/src/airflow/utils/db_cleanup.py,explicit_path,explicit_path,high,airflow-core/src/airflow/utils/db_cleanup.py,True,valid,,,False,v2
apache/airflow,CLAUDE.md,[`dev/breeze/doc/ci/04_selective_checks.md`](dev/breeze/doc/ci/04_selective_checks.md),markdown_link,markdown_link,medium,dev/breeze/doc/ci/04_selective_checks.md,True,valid,,,False,v2
apache/airflow,CLAUDE.md,dev/breeze/src/airflow_breeze/utils/selective_checks.py,code_span,code_span,medium,dev/breeze/src/airflow_breeze/utils/selective_checks.py,True,valid,,,False,v2
apache/airflow,CLAUDE.md,dev/breeze/doc/ci/04_selective_checks.md,code_span,code_span,medium,dev/breeze/doc/ci/04_selective_checks.md,True,valid,,,False,v2
apache/airflow,CLAUDE.md,dev/breeze/tests/test_selective_checks.py,code_span,code_span,medium,dev/breeze/tests/test_selective_checks.py,True,valid,,,False,v2
apache/airflow,CLAUDE.md,dev/breeze/src/airflow_breeze/utils/selective_checks.py,explicit_path,explicit_path,high,dev/breeze/src/airflow_breeze/utils/selective_checks.py,True,valid,,,False,v2
apache/airflow,CLAUDE.md,dev/breeze/doc/ci/04_selective_checks.md,explicit_path,explicit_path,high,dev/breeze/doc/ci/04_selective_checks.md,True,valid,,,False,v2
apache/airflow,CLAUDE.md,dev/breeze/tests/test_selective_checks.py,explicit_path,explicit_path,high,dev/breeze/tests/test_selective_checks.py,True,valid,,,False,v2
apache/airflow,CLAUDE.md,airflow-core/newsfragments/,code_span,code_span,medium,airflow-core/newsfragments/,True,valid,,,False,v2
apache/airflow,CLAUDE.md,chart/newsfragments/,code_span,code_span,medium,chart/newsfragments/,True,valid,,,False,v2
apache/airflow,CLAUDE.md,dev/mypy/newsfragments/,code_span,code_span,medium,dev/mypy/newsfragments/,True,valid,,,False,v2
apache/airflow,CLAUDE.md,providers/,code_span,code_span,medium,providers/,True,valid,,,False,v2
apache/airflow,CLAUDE.md,airflow-ctl/,code_span,code_span,medium,airflow-ctl/,True,valid,,,False,v2
apache/airflow,CLAUDE.md,dev/README_RELEASE_PROVIDERS.md,code_span,code_span,medium,dev/README_RELEASE_PROVIDERS.md,True,valid,,,False,v2
apache/airflow,CLAUDE.md,dev/README_RELEASE_AIRFLOWCTL.md,code_span,code_span,medium,dev/README_RELEASE_AIRFLOWCTL.md,True,valid,,,False,v2
apache/airflow,CLAUDE.md,airflow-ctl/RELEASE_NOTES.rst,code_span,code_span,medium,airflow-ctl/RELEASE_NOTES.rst,True,valid,,,False,v2
apache/airflow,CLAUDE.md,task-sdk/,code_span,code_span,medium,task-sdk/,True,valid,,,False,v2
apache/airflow,CLAUDE.md,airflow-core/newsfragments/,explicit_path,explicit_path,high,airflow-core/newsfragments/,True,valid,,,False,v2
apache/airflow,CLAUDE.md,chart/newsfragments/,explicit_path,explicit_path,high,chart/newsfragments/,True,valid,,,False,v2
apache/airflow,CLAUDE.md,dev/mypy/newsfragments/,explicit_path,explicit_path,high,dev/mypy/newsfragments/,True,valid,,,False,v2
apache/airflow,CLAUDE.md,dev/README_RELEASE_PROVIDERS.md,explicit_path,explicit_path,high,dev/README_RELEASE_PROVIDERS.md,True,valid,,,False,v2
apache/airflow,CLAUDE.md,dev/README_RELEASE_AIRFLOWCTL.md,explicit_path,explicit_path,high,dev/README_RELEASE_AIRFLOWCTL.md,True,valid,,,False,v2
apache/airflow,CLAUDE.md,airflow-ctl/RELEASE_NOTES.rst,explicit_path,explicit_path,high,airflow-ctl/RELEASE_NOTES.rst,True,valid,,,False,v2
apache/airflow,CLAUDE.md,devel-common/src/tests_common/pytest_plugin.py,code_span,code_span,medium,devel-common/src/tests_common/pytest_plugin.py,True,valid,,,False,v2
apache/airflow,CLAUDE.md,devel-common/src/tests_common/pytest_plugin.py,explicit_path,explicit_path,high,devel-common/src/tests_common/pytest_plugin.py,True,valid,,,False,v2
apache/airflow,CLAUDE.md,chart/,code_span,code_span,medium,chart/,True,valid,,,False,v2
apache/airflow,CLAUDE.md,dev/mypy/,code_span,code_span,medium,dev/mypy/,True,valid,,,False,v2
apache/airflow,CLAUDE.md,dev/mypy/,explicit_path,explicit_path,high,dev/mypy/,True,valid,,,False,v2
apache/airflow,CLAUDE.md,providers/AGENTS.md,code_span,code_span,medium,providers/AGENTS.md,True,valid,,,False,v2
apache/airflow,CLAUDE.md,providers/AGENTS.md,explicit_path,explicit_path,high,providers/AGENTS.md,True,valid,,,False,v2
apache/airflow,CLAUDE.md,contributing-docs/04_how_to_contribute.rst,code_span,code_span,medium,contributing-docs/04_how_to_contribute.rst,True,valid,,,False,v2
apache/airflow,CLAUDE.md,contributing-docs/04_how_to_contribute.rst,explicit_path,explicit_path,high,contributing-docs/04_how_to_contribute.rst,True,valid,,,False,v2
apache/airflow,CLAUDE.md,[`contributing-docs/05_pull_requests.rst`](contributing-docs/05_pull_requests.rst),markdown_link,markdown_link,medium,contributing-docs/05_pull_requests.rst,True,valid,,,False,v2
apache/airflow,CLAUDE.md,contributing-docs/05_pull_requests.rst,code_span,code_span,medium,contributing-docs/05_pull_requests.rst,True,valid,,,False,v2
